timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1737477893919,150,-28,200,OK,Thread Group 1-1,text,true,,8230,757,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/byght.svg,150,0,0
1737477893920,150,-26,200,OK,Thread Group 1-2,text,true,,2092,760,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/password.svg,150,0,0
1737477893520,575,-38,200,OK,Thread Group 1-8,text,true,,5348,3089,8,8,https://betamg.ghtcorptest.com/(S(mzopvlyzzxvkzifdiaexzvv3))/Default_new.aspx,412,0,272
1737477893520,412,-38-0,302,Found,Thread Group 1-8,text,true,,800,2164,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Default_new.aspx,412,0,272
1737477893933,162,-38-1,200,OK,Thread Group 1-8,text,true,,4548,925,8,8,https://betamg.ghtcorptest.com/(S(mzopvlyzzxvkzifdiaexzvv3))/Default_new.aspx,162,0,0
1737477894063,125,-117,200,OK,Thread Group 1-6,text,true,,1670,715,8,8,https://betamg.ghtcorptest.com/Images/Menu/General.svg,124,0,0
1737477894070,129,-27,200,OK,Thread Group 1-1,text,true,,2896,758,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/person.svg,129,0,0
1737477894060,140,-141,200,OK,Thread Group 1-4,text,true,,1654,716,8,8,https://betamg.ghtcorptest.com/Images/Menu/Products.svg,140,0,0
1737477894060,140,-127,200,OK,Thread Group 1-5,text,true,,2355,713,8,8,https://betamg.ghtcorptest.com/Images/Menu/Sales.svg,140,0,0
1737477894070,131,-28,200,OK,Thread Group 1-2,text,true,,3129,757,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/byght.svg,130,0,0
1737477893780,421,-68,200,OK,Thread Group 1-7,text,true,,3475,2477,8,8,https://betamg.ghtcorptest.com/(S(ynz2cnq3ky0dyf1nd1w3refi))/UnhandledEventLogException.aspx?aspxerrorpath=/General/MenuHtml5.aspx,132,0,0
1737477893780,132,-68-0,302,Found,Thread Group 1-7,text,true,,406,810,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/General/MenuHtml5.aspx,132,0,0
1737477893913,157,-68-1,302,Found,Thread Group 1-7,text,true,,553,810,8,8,https://betamg.ghtcorptest.com/(S(ynz2cnq3ky0dyf1nd1w3refi))/General/MenuHtml5.aspx,157,0,0
1737477894070,131,-68-2,200,OK,Thread Group 1-7,text,true,,2516,857,8,8,https://betamg.ghtcorptest.com/(S(ynz2cnq3ky0dyf1nd1w3refi))/UnhandledEventLogException.aspx?aspxerrorpath=/General/MenuHtml5.aspx,131,0,0
1737477894188,133,-121,200,OK,Thread Group 1-6,text,true,,1645,717,8,8,https://betamg.ghtcorptest.com/Images/Menu/Customers.svg,133,0,0
1737477894200,141,-31,200,OK,Thread Group 1-1,text,true,,2562,774,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/logo_WF_vertical_Login.svg,141,0,0
1737477894201,141,-128,200,OK,Thread Group 1-5,text,true,,1859,728,8,8,https://betamg.ghtcorptest.com/Images/Menu/AuthorizationCentral.svg,141,0,0
1737477894201,141,-140,200,OK,Thread Group 1-4,text,true,,2310,718,8,8,https://betamg.ghtcorptest.com/Images/Menu/Accounting.svg,141,0,0
1737477894201,141,-27,200,OK,Thread Group 1-2,text,true,,2896,758,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/person.svg,141,0,0
1737477894063,285,-7,200,OK,Thread Group 1-3,text,true,,4863,1436,8,8,https://betamg.ghtcorptest.com/(S(1q2p5ddprr0vwlarskhphi0q))/Default_new.aspx,137,0,0
1737477894063,137,-7-0,302,Found,Thread Group 1-3,text,true,,394,695,8,8,https://betamg.ghtcorptest.com/,137,0,0
1737477894201,147,-7-1,200,OK,Thread Group 1-3,text,true,,4469,741,8,8,https://betamg.ghtcorptest.com/(S(1q2p5ddprr0vwlarskhphi0q))/Default_new.aspx,147,0,0
1737477894096,329,-39,200,OK,Thread Group 1-8,text,true,,5768,1658,8,8,https://betamg.ghtcorptest.com/(S(lck03pay3xztdx2oaialvjgz))/Main.aspx,162,0,0
1737477894096,162,-39-0,302,Found,Thread Group 1-8,text,true,,380,829,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Main.aspx,162,0,0
1737477894258,167,-39-1,200,OK,Thread Group 1-8,text,true,,5388,829,8,8,https://betamg.ghtcorptest.com/(S(lck03pay3xztdx2oaialvjgz))/Main.aspx,167,0,0
1737477894322,128,-122,200,OK,Thread Group 1-6,text,true,,1850,716,8,8,https://betamg.ghtcorptest.com/Images/Menu/Provider.svg,128,0,0
1737477894342,134,-139,200,OK,Thread Group 1-4,text,true,,2947,716,8,8,https://betamg.ghtcorptest.com/Images/Menu/Shipping.svg,134,0,0
1737477894342,134,-129,200,OK,Thread Group 1-5,text,true,,1979,711,8,8,https://betamg.ghtcorptest.com/Images/Menu/INV.svg,134,0,0
1737477894343,133,-31,200,OK,Thread Group 1-2,text,true,,2562,774,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/logo_WF_vertical_Login.svg,133,0,0
1737477894342,145,-29,200,OK,Thread Group 1-1,text,true,,22569,739,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Regular.woff2,131,0,0
1737477894202,286,-67,200,OK,Thread Group 1-7,text,true,,2047,1634,8,8,https://betamg.ghtcorptest.com/(S(acfi2mn44dy2a0r0dg04cuvi))/DefaultPages/DefaultHome.aspx,140,0,0
1737477894202,140,-67-0,302,Found,Thread Group 1-7,text,true,,420,817,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/DefaultPages/DefaultHome.aspx,140,0,0
1737477894342,146,-67-1,200,OK,Thread Group 1-7,text,true,,1627,817,8,8,https://betamg.ghtcorptest.com/(S(acfi2mn44dy2a0r0dg04cuvi))/DefaultPages/DefaultHome.aspx,145,0,0
1737477894450,127,-124,200,OK,Thread Group 1-6,text,true,,1795,715,9,9,https://betamg.ghtcorptest.com/Images/Menu/Flowers.svg,127,0,0
1737477894476,130,-130,200,OK,Thread Group 1-5,text,true,,2682,719,9,9,https://betamg.ghtcorptest.com/Images/Menu/Propagation.svg,130,0,0
1737477894476,134,-29,200,OK,Thread Group 1-2,text,true,,22569,739,9,9,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Regular.woff2,131,0,0
1737477894476,143,-137,200,OK,Thread Group 1-4,text,true,,23425,746,9,9,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-RegularUpright.woff2,134,0,0
1737477894487,145,-32,200,OK,Thread Group 1-1,text,true,,21405,736,9,9,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Bold.woff2,131,0,0
1737477894488,144,-114,200,OK,Thread Group 1-7,text,true,,1748,718,9,9,https://betamg.ghtcorptest.com/Images/Menu/HelpCenter.svg,144,0,0
1737477894349,284,-8,200,OK,Thread Group 1-3,text,true,,4862,1482,9,9,https://betamg.ghtcorptest.com/(S(enzrxrbwvn3dfp142jxap3j1))/Default_new.aspx,138,0,0
1737477894349,138,-8-0,302,Found,Thread Group 1-3,text,true,,394,741,9,9,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Default_new.aspx,138,0,0
1737477894487,146,-8-1,200,OK,Thread Group 1-3,text,true,,4468,741,9,9,https://betamg.ghtcorptest.com/(S(enzrxrbwvn3dfp142jxap3j1))/Default_new.aspx,146,0,0
1737477894577,168,-123,200,OK,Thread Group 1-6,text,true,,1590,723,9,9,https://betamg.ghtcorptest.com/Images/Menu/ExportableOffer.svg,167,0,0
1737477894426,319,-66,200,OK,Thread Group 1-8,text,true,,3499,1600,9,9,https://betamg.ghtcorptest.com/(S(xr5b10vxomskmylvpjv5bmei))/Header2.aspx,128,0,0
1737477894426,128,-66-0,302,Found,Thread Group 1-8,text,true,,386,800,9,9,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Header2.aspx,128,0,0
1737477894554,191,-66-1,200,OK,Thread Group 1-8,text,true,,3113,800,9,9,https://betamg.ghtcorptest.com/(S(xr5b10vxomskmylvpjv5bmei))/Header2.aspx,190,0,0
1737477894619,135,-142,200,OK,Thread Group 1-4,text,true,,2519,715,9,9,https://betamg.ghtcorptest.com/Images/Menu/Reports.svg,135,0,0
1737477894607,148,-132,200,OK,Thread Group 1-5,text,true,,1904,719,9,9,https://betamg.ghtcorptest.com/Images/Menu/PostHarvest.svg,148,0,0
1737477894633,134,-115,200,OK,Thread Group 1-7,text,true,,1397,716,9,9,https://betamg.ghtcorptest.com/Images/Menu/Security.svg,133,0,0
1737477894610,158,-32,200,OK,Thread Group 1-2,text,true,,21405,736,9,9,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Bold.woff2,145,0,0
1737477894633,163,-33,200,OK,Thread Group 1-1,text,true,,22545,740,9,9,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Semibold.woff2,134,0,0
1737477892947,1841,,200,"Number of samples in transaction : 11, number of failing samples : 0",Thread Group 1-1,,true,,99724,9628,9,9,null,1489,9,0
1737477894634,169,-23,200,OK,Thread Group 1-3,text,true,,6361,723,8,8,https://betamg.ghtcorptest.com/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKEbM4CcK6YN3Y2s8CE2ULgcbSVqC31bHjEP2L8DSSlh_QTlUQ2&t=638562564440000000,169,0,0
1737477894746,159,-125,200,OK,Thread Group 1-6,text,true,,2047,720,8,8,https://betamg.ghtcorptest.com/Images/Menu/Procurements.svg,159,0,0
1737477894755,150,-143,200,OK,Thread Group 1-4,text,true,,1799,717,8,8,https://betamg.ghtcorptest.com/Images/Menu/Dashboard.svg,150,0,0
1737477889526,5353,,200,"Number of samples in transaction : 30, number of failing samples : 0",Thread Group 1-4,,true,,91535,28405,8,8,null,4437,26,298
1737477894755,150,-131,200,OK,Thread Group 1-5,text,true,,2140,718,8,8,https://betamg.ghtcorptest.com/Images/Menu/Production.svg,150,0,0
1737477894767,143,-118,200,OK,Thread Group 1-7,text,true,,2190,710,8,8,https://betamg.ghtcorptest.com/Images/Menu/HR.svg,143,0,0
1737477894768,145,-33,200,OK,Thread Group 1-2,text,true,,22545,740,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Semibold.woff2,142,0,0
1737477893068,1841,,200,"Number of samples in transaction : 11, number of failing samples : 0",Thread Group 1-2,,true,,94622,9628,8,8,null,1533,4,0
1737477894804,121,-24,200,OK,Thread Group 1-3,text,true,,1331,723,7,7,https://betamg.ghtcorptest.com/WebResource.axd?d=JoBkLzP19aTuxbWOhHobYuyzGPf4rnk4f6YwXlmKuiSf5lZ1EMgz7TQqHJ6d30qXGFXUZg2&t=638562564440000000,121,0,0
1737477894911,128,-116,200,OK,Thread Group 1-7,text,true,,1750,716,7,7,https://betamg.ghtcorptest.com/Images/Menu/Settings.svg,128,0,0
1737477894906,134,-133,200,OK,Thread Group 1-5,text,true,,1369,711,7,7,https://betamg.ghtcorptest.com/Images/Menu/SEM.svg,134,0,0
1737477894905,135,-126,200,OK,Thread Group 1-6,text,true,,2767,717,7,7,https://betamg.ghtcorptest.com/Images/Menu/Hardgoods.svg,135,0,0
1737477894926,119,-26,200,OK,Thread Group 1-3,text,true,,2092,760,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/password.svg,119,0,0
1737477894520,609,-38,200,OK,Thread Group 1-9,text,true,,5386,3089,7,7,https://betamg.ghtcorptest.com/(S(l154cbsmq3clexcab0csfwhf))/Default_new.aspx,443,0,295
1737477894520,443,-38-0,302,Found,Thread Group 1-9,text,true,,800,2164,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Default_new.aspx,443,0,295
1737477894964,165,-38-1,200,OK,Thread Group 1-9,text,true,,4586,925,7,7,https://betamg.ghtcorptest.com/(S(l154cbsmq3clexcab0csfwhf))/Default_new.aspx,165,0,0
1737477895041,130,-127,200,OK,Thread Group 1-6,text,true,,2355,713,7,7,https://betamg.ghtcorptest.com/Images/Menu/Sales.svg,130,0,0
1737477895041,137,-138,200,OK,Thread Group 1-5,text,true,,2003,717,7,7,https://betamg.ghtcorptest.com/Images/Menu/Inventory.svg,137,0,0
1737477895045,133,-28,200,OK,Thread Group 1-3,text,true,,3129,757,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/byght.svg,133,0,0
1737477895040,138,-117,200,OK,Thread Group 1-7,text,true,,1670,715,7,7,https://betamg.ghtcorptest.com/Images/Menu/General.svg,138,0,0
1737477894746,433,-68,200,OK,Thread Group 1-8,text,true,,3477,2477,7,7,https://betamg.ghtcorptest.com/(S(cejulo0piv2kylm1vsd53lw1))/UnhandledEventLogException.aspx?aspxerrorpath=/General/MenuHtml5.aspx,159,0,0
1737477894746,159,-68-0,302,Found,Thread Group 1-8,text,true,,406,810,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/General/MenuHtml5.aspx,159,0,0
1737477894905,134,-68-1,302,Found,Thread Group 1-8,text,true,,553,810,7,7,https://betamg.ghtcorptest.com/(S(cejulo0piv2kylm1vsd53lw1))/General/MenuHtml5.aspx,134,0,0
1737477895040,139,-68-2,200,OK,Thread Group 1-8,text,true,,2518,857,7,7,https://betamg.ghtcorptest.com/(S(cejulo0piv2kylm1vsd53lw1))/UnhandledEventLogException.aspx?aspxerrorpath=/General/MenuHtml5.aspx,138,0,0
1737477894905,299,-7,200,OK,Thread Group 1-4,text,true,,4871,1436,7,7,https://betamg.ghtcorptest.com/(S(zmdsev5jz54mwz1bgydaolpn))/Default_new.aspx,135,0,0
1737477894905,135,-7-0,302,Found,Thread Group 1-4,text,true,,394,695,7,7,https://betamg.ghtcorptest.com/,135,0,0
1737477895040,164,-7-1,200,OK,Thread Group 1-4,text,true,,4477,741,7,7,https://betamg.ghtcorptest.com/(S(zmdsev5jz54mwz1bgydaolpn))/Default_new.aspx,164,0,0
1737477895172,122,-128,200,OK,Thread Group 1-6,text,true,,1859,728,7,7,https://betamg.ghtcorptest.com/Images/Menu/AuthorizationCentral.svg,122,0,0
1737477895179,120,-141,200,OK,Thread Group 1-5,text,true,,1654,716,7,7,https://betamg.ghtcorptest.com/Images/Menu/Products.svg,120,0,0
1737477895179,120,-27,200,OK,Thread Group 1-3,text,true,,2896,758,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/person.svg,120,0,0
1737477895179,127,-121,200,OK,Thread Group 1-7,text,true,,1645,717,7,7,https://betamg.ghtcorptest.com/Images/Menu/Customers.svg,127,0,0
1737477895130,271,-39,200,OK,Thread Group 1-9,text,true,,5762,1658,7,7,https://betamg.ghtcorptest.com/(S(43itudr3q5fxgnyw4xut1a2d))/Main.aspx,132,0,0
1737477895130,132,-39-0,302,Found,Thread Group 1-9,text,true,,380,829,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Main.aspx,132,0,0
1737477895262,139,-39-1,200,OK,Thread Group 1-9,text,true,,5382,829,7,7,https://betamg.ghtcorptest.com/(S(43itudr3q5fxgnyw4xut1a2d))/Main.aspx,138,0,0
1737477895295,135,-129,200,OK,Thread Group 1-6,text,true,,1979,711,7,7,https://betamg.ghtcorptest.com/Images/Menu/INV.svg,135,0,0
1737477895300,130,-140,200,OK,Thread Group 1-5,text,true,,2310,718,7,7,https://betamg.ghtcorptest.com/Images/Menu/Accounting.svg,130,0,0
1737477895300,130,-31,200,OK,Thread Group 1-3,text,true,,2562,774,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/logo_WF_vertical_Login.svg,130,0,0
1737477895306,125,-122,200,OK,Thread Group 1-7,text,true,,1850,716,7,7,https://betamg.ghtcorptest.com/Images/Menu/Provider.svg,125,0,0
1737477895179,257,-67,200,OK,Thread Group 1-8,text,true,,2041,1634,7,7,https://betamg.ghtcorptest.com/(S(ujljcjzwfby4hjjt44cqt3st))/DefaultPages/DefaultHome.aspx,120,0,0
1737477895179,120,-67-0,302,Found,Thread Group 1-8,text,true,,420,817,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/DefaultPages/DefaultHome.aspx,120,0,0
1737477895299,137,-67-1,200,OK,Thread Group 1-8,text,true,,1621,817,7,7,https://betamg.ghtcorptest.com/(S(ujljcjzwfby4hjjt44cqt3st))/DefaultPages/DefaultHome.aspx,137,0,0
1737477895205,250,-8,200,OK,Thread Group 1-4,text,true,,4858,1482,7,7,https://betamg.ghtcorptest.com/(S(abafpr3r3gg4ndejg3mv0uvt))/Default_new.aspx,127,0,0
1737477895205,127,-8-0,302,Found,Thread Group 1-4,text,true,,394,741,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Default_new.aspx,127,0,0
1737477895332,123,-8-1,200,OK,Thread Group 1-4,text,true,,4464,741,7,7,https://betamg.ghtcorptest.com/(S(abafpr3r3gg4ndejg3mv0uvt))/Default_new.aspx,122,0,0
1737477895430,133,-130,200,OK,Thread Group 1-6,text,true,,2682,719,8,8,https://betamg.ghtcorptest.com/Images/Menu/Propagation.svg,133,0,0
1737477895431,132,-139,200,OK,Thread Group 1-5,text,true,,2947,716,8,8,https://betamg.ghtcorptest.com/Images/Menu/Shipping.svg,132,0,0
1737477895431,139,-29,200,OK,Thread Group 1-3,text,true,,22569,739,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Regular.woff2,131,0,0
1737477895436,134,-114,200,OK,Thread Group 1-8,text,true,,1748,718,8,8,https://betamg.ghtcorptest.com/Images/Menu/HelpCenter.svg,134,0,0
1737477895431,170,-124,200,OK,Thread Group 1-7,text,true,,1795,715,8,8,https://betamg.ghtcorptest.com/Images/Menu/Flowers.svg,170,0,0
1737477895455,147,-23,200,OK,Thread Group 1-4,text,true,,6361,723,8,8,https://betamg.ghtcorptest.com/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKEbM4CcK6YN3Y2s8CE2ULgcbSVqC31bHjEP2L8DSSlh_QTlUQ2&t=638562564440000000,146,0,0
1737477895571,127,-115,200,OK,Thread Group 1-8,text,true,,1397,716,8,8,https://betamg.ghtcorptest.com/Images/Menu/Security.svg,127,0,0
1737477895564,135,-132,200,OK,Thread Group 1-6,text,true,,1904,719,8,8,https://betamg.ghtcorptest.com/Images/Menu/PostHarvest.svg,135,0,0
1737477895401,299,-66,200,OK,Thread Group 1-9,text,true,,3487,1600,8,8,https://betamg.ghtcorptest.com/(S(s53whi4elj4h5sfxpctin2cj))/Header2.aspx,137,0,0
1737477895401,137,-66-0,302,Found,Thread Group 1-9,text,true,,386,800,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Header2.aspx,137,0,0
1737477895538,162,-66-1,200,OK,Thread Group 1-9,text,true,,3101,800,8,8,https://betamg.ghtcorptest.com/(S(s53whi4elj4h5sfxpctin2cj))/Header2.aspx,162,0,0
1737477895564,140,-137,200,OK,Thread Group 1-5,text,true,,23425,746,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-RegularUpright.woff2,136,0,0
1737477895570,147,-32,200,OK,Thread Group 1-3,text,true,,21405,736,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Bold.woff2,135,0,0
1737477895602,131,-123,200,OK,Thread Group 1-7,text,true,,1590,723,8,8,https://betamg.ghtcorptest.com/Images/Menu/ExportableOffer.svg,131,0,0
1737477895602,131,-24,200,OK,Thread Group 1-4,text,true,,1331,723,8,8,https://betamg.ghtcorptest.com/WebResource.axd?d=JoBkLzP19aTuxbWOhHobYuyzGPf4rnk4f6YwXlmKuiSf5lZ1EMgz7TQqHJ6d30qXGFXUZg2&t=638562564440000000,131,0,0
1737477895699,126,-118,200,OK,Thread Group 1-8,text,true,,2190,710,8,8,https://betamg.ghtcorptest.com/Images/Menu/HR.svg,126,0,0
1737477895700,126,-131,200,OK,Thread Group 1-6,text,true,,2140,718,8,8,https://betamg.ghtcorptest.com/Images/Menu/Production.svg,125,0,0
1737477895705,121,-142,200,OK,Thread Group 1-5,text,true,,2519,715,8,8,https://betamg.ghtcorptest.com/Images/Menu/Reports.svg,121,0,0
1737477895718,121,-33,200,OK,Thread Group 1-3,text,true,,22545,740,8,8,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Semibold.woff2,113,0,0
1737477894063,1768,,200,"Number of samples in transaction : 11, number of failing samples : 0",Thread Group 1-3,,true,,94615,9628,8,8,null,1446,8,0
1737477895734,123,-26,200,OK,Thread Group 1-4,text,true,,2092,760,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/password.svg,123,0,0
1737477895733,126,-125,200,OK,Thread Group 1-7,text,true,,2047,720,7,7,https://betamg.ghtcorptest.com/Images/Menu/Procurements.svg,126,0,0
1737477895826,127,-133,200,OK,Thread Group 1-6,text,true,,1369,711,7,7,https://betamg.ghtcorptest.com/Images/Menu/SEM.svg,127,0,0
1737477895825,134,-116,200,OK,Thread Group 1-8,text,true,,1750,716,7,7,https://betamg.ghtcorptest.com/Images/Menu/Settings.svg,134,0,0
1737477895826,134,-143,200,OK,Thread Group 1-5,text,true,,1799,717,7,7,https://betamg.ghtcorptest.com/Images/Menu/Dashboard.svg,134,0,0
1737477890524,5414,,200,"Number of samples in transaction : 30, number of failing samples : 0",Thread Group 1-5,,true,,91522,28405,7,7,null,4472,22,316
1737477895859,136,-126,200,OK,Thread Group 1-7,text,true,,2767,717,7,7,https://betamg.ghtcorptest.com/Images/Menu/Hardgoods.svg,136,0,0
1737477895858,138,-28,200,OK,Thread Group 1-4,text,true,,3129,757,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/byght.svg,138,0,0
1737477895960,133,-117,200,OK,Thread Group 1-8,text,true,,1670,715,7,7,https://betamg.ghtcorptest.com/Images/Menu/General.svg,133,0,0
1737477895954,139,-138,200,OK,Thread Group 1-6,text,true,,2003,717,7,7,https://betamg.ghtcorptest.com/Images/Menu/Inventory.svg,139,0,0
1737477895523,607,-38,200,OK,Thread Group 1-10,text,true,,5378,3087,7,7,https://betamg.ghtcorptest.com/(S(njuk3f3z2iwwtwl0yqhg40o2))/Default_new.aspx,436,0,299
1737477895523,436,-38-0,302,Found,Thread Group 1-10,text,true,,800,2162,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Default_new.aspx,436,0,299
1737477895960,170,-38-1,200,OK,Thread Group 1-10,text,true,,4578,925,7,7,https://betamg.ghtcorptest.com/(S(njuk3f3z2iwwtwl0yqhg40o2))/Default_new.aspx,169,0,0
1737477895997,133,-27,200,OK,Thread Group 1-4,text,true,,2896,758,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/person.svg,133,0,0
1737477895700,430,-68,200,OK,Thread Group 1-9,text,true,,3477,2477,7,7,https://betamg.ghtcorptest.com/(S(gnsrfnvp4rw3cgahtyhk30v4))/UnhandledEventLogException.aspx?aspxerrorpath=/General/MenuHtml5.aspx,131,0,0
1737477895700,131,-68-0,302,Found,Thread Group 1-9,text,true,,406,810,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/General/MenuHtml5.aspx,131,0,0
1737477895832,128,-68-1,302,Found,Thread Group 1-9,text,true,,553,810,7,7,https://betamg.ghtcorptest.com/(S(gnsrfnvp4rw3cgahtyhk30v4))/General/MenuHtml5.aspx,128,0,0
1737477895960,170,-68-2,200,OK,Thread Group 1-9,text,true,,2518,857,7,7,https://betamg.ghtcorptest.com/(S(gnsrfnvp4rw3cgahtyhk30v4))/UnhandledEventLogException.aspx?aspxerrorpath=/General/MenuHtml5.aspx,170,0,0
1737477895996,134,-127,200,OK,Thread Group 1-7,text,true,,2355,713,7,7,https://betamg.ghtcorptest.com/Images/Menu/Sales.svg,134,0,0
1737477896094,132,-121,200,OK,Thread Group 1-8,text,true,,1645,717,7,7,https://betamg.ghtcorptest.com/Images/Menu/Customers.svg,132,0,0
1737477896094,132,-141,200,OK,Thread Group 1-6,text,true,,1654,716,7,7,https://betamg.ghtcorptest.com/Images/Menu/Products.svg,132,0,0
1737477896130,131,-31,200,OK,Thread Group 1-4,text,true,,2562,774,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Images/NewLoginImages/logo_WF_vertical_Login.svg,131,0,0
1737477896131,130,-128,200,OK,Thread Group 1-7,text,true,,1859,728,7,7,https://betamg.ghtcorptest.com/Images/Menu/AuthorizationCentral.svg,130,0,0
1737477895960,307,-7,200,OK,Thread Group 1-5,text,true,,4863,1436,7,7,https://betamg.ghtcorptest.com/(S(03la3u3hoxucbaeulzry4ho5))/Default_new.aspx,166,0,0
1737477895960,166,-7-0,302,Found,Thread Group 1-5,text,true,,394,695,7,7,https://betamg.ghtcorptest.com/,166,0,0
1737477896126,141,-7-1,200,OK,Thread Group 1-5,text,true,,4469,741,7,7,https://betamg.ghtcorptest.com/(S(03la3u3hoxucbaeulzry4ho5))/Default_new.aspx,141,0,0
1737477896227,152,-122,200,OK,Thread Group 1-8,text,true,,1850,716,7,7,https://betamg.ghtcorptest.com/Images/Menu/Provider.svg,152,0,0
1737477896227,152,-140,200,OK,Thread Group 1-6,text,true,,2310,718,7,7,https://betamg.ghtcorptest.com/Images/Menu/Accounting.svg,152,0,0
1737477896261,133,-29,200,OK,Thread Group 1-4,text,true,,22569,739,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Fonts/Titillium/Titillium-Regular.woff2,130,0,0
1737477896261,136,-129,200,OK,Thread Group 1-7,text,true,,1979,711,7,7,https://betamg.ghtcorptest.com/Images/Menu/INV.svg,136,0,0
1737477896130,268,-39,200,OK,Thread Group 1-10,text,true,,5771,1658,7,7,https://betamg.ghtcorptest.com/(S(r1tbu5inbg14pgp3l23qfxvg))/Main.aspx,131,0,0
1737477896130,131,-39-0,302,Found,Thread Group 1-10,text,true,,380,829,7,7,https://betamg.ghtcorptest.com/(S(byjrclzz31h2swfb25prkbe1))/Main.aspx,131,0,0
1737477896261,137,-39-1,200,OK,Thread Group 1-10,text,true,,5391,829,7,7,https://betamg.ghtcorptest.com/(S(r1tbu5inbg14pgp3l23qfxvg))/Main.aspx,137,0,0
1737477896130,268,-67,200,OK,Thread Group 1-9,text,true,,2039,1634,7,7,https://betamg.ghtcorptest.com/(S(qrxaosrairce2onobjum0dnb))/DefaultPages/DefaultHome.aspx,131,0,0
